song_id,song_name,artist_name,album_name,date_added,track_path,play_count,duration,cloud_status,is_favorited,hash
10404,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky,,2024-01-22,"/Users/alex/Music/Musica/Music/A$AP Rocky/Unknown Album/02 A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi).mp3",20,635,unknown,1,2de8857748ed248f591eca3b01f07201e65b166665f7888311431f31a5d6a145
6382,Next Level,A$TON WYLD,Fast & Furious Presents: Hobbs & Shaw Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/A$TON WYLD/Fast & Furious Presents_ Hobbs & Shaw Soundtrack/Next Level.mp3,81,137,unknown,0,9a5328e8e2a17fb038ed0201b41c01c4e1bebd9e209660928308b11d2c914774
8188,If I Got It (Your Love Brought It),Aaron Frazer,Introducing...,2021-07-14,/Users/alex/Music/Musica/Music/Aaron Frazer/Introducing.._/If I Got It (Your Love Brought It).mp3,41,174,unknown,1,fb460c3b6c45fdbd5c46fe8405c40d992777800b6c9ae4c2224e8bcc811b9334
5628,"Money, Money, Money",Abba,Arrival,2020-11-20,"/Users/alex/Music/Musica/Music/Abba/Arrival/Money, Money, Money.mp3",49,187,unknown,0,86fcc9a3f667afa086fbb99e3025bd8791abb636ab8e6b70d6a778469998da4e
6214,Gimme! Gimme! Gimme! (A Man After Midnight),Abba,Super Trouper,2020-11-20,/Users/alex/Music/Musica/Music/Abba/Super Trouper/Gimme! Gimme! Gimme! (A Man After Midnight).mp3,32,293,unknown,0,318abe9f6c47d8f2bee25b95aa5e084d35b0036cf0ca06fe93fad88cdcacfda2
9334,Lay All Your Love On Me,Abba,Super Trouper,2022-11-08,/Users/alex/Music/Musica/Music/Abba/Super Trouper/Lay All Your Love On Me.mp3,11,281,unknown,0,bf6e5850c3343ae2b678afb26a7c2944784f67a57e05be75d260e6104b22f6cf
5448,Turnin' Up,Absolute,,2020-11-20,/Users/alex/Music/Musica/Music/Absolute/Unknown Album/Turnin' Up.mp3,107,186,unknown,1,a41f6899ff8da929563651a1a8ed3e2761cde29d070d0e13531eb386742ac996
8276,I'm Good (feat. RoZe),Abstract,,2021-08-30,/Users/alex/Music/Musica/Music/Abstract/Unknown Album/I'm Good (feat. RoZe).mp3,27,213,unknown,1,0088124fdb011b6d4091231b5540398787a9935effa1c616d3d0bed3062a0fb0
5848,Money Talks,Adam Avant,,2020-11-20,/Users/alex/Music/Musica/Music/Adam Avant/Unknown Album/Money Talks.mp3,150,184,unknown,1,fe5a9e23293a6a0df275a43ad9d1d3159652c8afbf77fae76672ba99f9221d6b
6644,The Hunter,Adam Jensen,The Hunter,2020-11-20,/Users/alex/Music/Musica/Music/Adam Jensen/The Hunter/The Hunter.mp3,104,211,unknown,1,51c6fd04f6bb6001017c981d99869a09cda08945f7adff6bc5d9e202fe3df3e6
6996,Marijuana Breath,Adam Jensen,Marijuana Breath,2020-11-20,/Users/alex/Music/Musica/Music/Adam Jensen/Marijuana Breath/Marijuana Breath.mp3,70,219,unknown,1,eb9e00dd2f3c2f1717f09993feeca3630415b130ae828dd0f5bbb3c0debe2738
5374,The Mystic,Adam Jensen,The Mystic,2020-11-20,/Users/alex/Music/Musica/Music/Adam Jensen/The Mystic/The Mystic.mp3,197,190,unknown,1,f0704b9c9178eb988b3413fd6218d2994885ab8ef0f9b957d4972463fc78aea5
9762,New Bad Habit,Adam Jensen,New Bad Habit,2023-07-04,/Users/alex/Music/Musica/Music/Adam Jensen/New Bad Habit/01 New Bad Habit.mp3,27,126,unknown,0,5383c3670c88ba220cebe57a29864cda5d2d402f8af2303299f4bb70cdc00649
6102,Street Fight,Adam Jensen,Street Fight,2020-11-20,/Users/alex/Music/Musica/Music/Adam Jensen/Street Fight/Street Fight.mp3,182,191,unknown,1,2ca07167016a45d65f2cef544c042832eefe6452d900a510723b2e077714d2ec
9382,Yoko Oh No,Adam Jensen,Yoko Oh No,2022-11-29,/Users/alex/Music/Musica/Music/Adam Jensen/Yoko Oh No/Yoko Oh No.mp3,23,166,unknown,0,43c5d63968997b08c2595eba34746e7855b6e5a884a662733ba504236dc8e4e7
4992,Runnin',Adam Lambert,Trespassing,2020-11-20,/Users/alex/Music/Musica/Music/Adam Lambert/Trespassing/Runnin'.mp3,99,227,unknown,0,9d8f83f5bfba3745a933da5df174c0535931924f194181b8846f4f020e4cb4d7
9920,Tango,Adam North,Tango,2023-09-25,/Users/alex/Music/Musica/Music/Adam North/Tango/01 Tango.mp3,38,426,unknown,1,6edcef7b9d690e39d844bf5f9fba4c73a125227974f08eac955412fbda510bb1
4924,Skyfall,Adele,Skyfall Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Adele/Skyfall Soundtrack/Skyfall.mp3,66,289,unknown,1,0bc16731172a168afcc4d863d0a1556fe4478fcf7743e8cfb0c545783dd2df27
4560,Rolling In The Deep,Adele,21,2020-11-20,/Users/alex/Music/Musica/Music/Adele/21/Rolling In The Deep.mp3,78,229,unknown,0,cc3f5c708e17193c84d0165dc938e631029401d9fd829089c1ca8dc8d3873827
4662,Set Fire to the Rain,Adele,21,2020-11-20,/Users/alex/Music/Musica/Music/Adele/21/Set Fire to the Rain.mp3,52,238,unknown,0,ba5486079bd795d7c9665dc2d52e3105f36d46c756facfb3e2d6e298b4f3bb2e
4688,Someone Like You,Adele,21,2020-11-20,/Users/alex/Music/Musica/Music/Adele/21/Someone Like You.mp3,56,285,unknown,0,b15d5ed2af22f643723a84cc3bfbbe6d139900e8922209c500f42f6460f8f665
4444,Hello,Adele,25,2020-11-20,/Users/alex/Music/Musica/Music/Adele/25/Hello.mp3,48,239,unknown,0,23ebc31a9d350ba91b36deffbd4991141d2b61612c4470fcdbd8b27111f62782
4658,Hello (Original),Adele,25,2020-11-20,/Users/alex/Music/Musica/Music/Adele/25/Hello (Original).mp3,21,293,unknown,1,1fbe3658b8c7e6795b294751b597de371dae95b11979f15089cca7940fc827c2
10970,Impala,Adèle Castillon,Plaisir Risque Dépendance,2024-11-23,/Users/alex/Music/Musica/Music/Adèle Castillon/Plaisir Risque Dépendance/08 Impala.mp3,10,137,unknown,1,5ef635f0ccefe1c8b7826e6c931550ee527fe277ccfa465982537cb188a9564a
9654,The Ballet Girl (Adagio),Aden Foyer,The Ballet Girl,2023-05-17,/Users/alex/Music/Musica/Music/Aden Foyer/The Ballet Girl/The Ballet Girl (Adagio).mp3,17,176,unknown,0,00c080dc3c97e1355d0e62fc591f7d4263582fb4012db2a8115b682084acfd8b
7908,First Date (feat. Hikaru Station),Adib Sin,First Date,2021-03-14,/Users/alex/Music/Musica/Music/Adib Sin/First Date/First Date (feat. Hikaru Station).mp3,29,147,unknown,0,158805fb20fb27c7abe67241fe7e546347581cf6fde55dc1ea81c145c18d9374
10902,新時代 New Genesis,Ado,Kyougen,2024-11-02,/Users/alex/Music/Musica/Music/Ado/Kyougen/02 新時代 New Genesis.mp3,5,225,unknown,0,5fcf90fceef4fa9012ed897f6d00ab7a0cd44a8355722267e30cfb8cc97044df
10492,Little Things,Adrián Berenguer,Immaterial,2024-02-13,/Users/alex/Music/Musica/Music/Adrián Berenguer/Immaterial/12 Little Things.mp3,17,369,unknown,0,72767cff46d6af77b6c862e825034d94712cccdefe914788601e794cc26df9af
5930,24000 Baci,Adriano Celentano,Adriano Live,2020-11-20,/Users/alex/Music/Musica/Music/Adriano Celentano/Adriano Live/24000 Baci.mp3,40,205,unknown,0,1acfb64b2abe700b8e16a8e4ee1042d6d9ff44ac8fe54354df90b0814f2dbf52
5380,Azzurro,Adriano Celentano,"Me, live!",2020-11-20,"/Users/alex/Music/Musica/Music/Adriano Celentano/Me, live!/Azzurro.mp3",64,222,unknown,0,323ffee17b7aa643e5fe50356875e30b748fd14f172e43ea573ee00c7a7e5794
5906,Il ragazzo della via gluck,Adriano Celentano,Il ragazzo della via gluck,2020-11-20,/Users/alex/Music/Musica/Music/Adriano Celentano/Il ragazzo della via gluck/Il ragazzo della via gluck.mp3,39,256,unknown,0,e60540527fddbaa78cda177c8e54e87b714edf44c84653deed459ee03cb57c62
10726,Gelosia,Adriano Celentano,Unicamentecelentano,2024-05-30,/Users/alex/Music/Musica/Music/Adriano Celentano/Unicamentecelentano/2-06 Gelosia.mp3,35,271,unknown,1,d2ab042896bbd031fb3bb2d7fb7f3a864165394430040ff03e1e168d81d8a181
8854,Girls Gone Wild,Adua Blaize,Supressor,2022-02-19,/Users/alex/Music/Musica/Music/Adua Blaize/Supressor/Girls Gone Wild.mp3,51,121,unknown,1,8fe07b18eb8aa9a34fa2053d09bd27781995db3d43c5e6221443f56030fd2f4e
5424,Drop It,Aero Chord,,2020-11-20,/Users/alex/Music/Musica/Music/Aero Chord/Unknown Album/Drop It.mp3,62,188,unknown,0,1b7418fccb7096ea87097629a1dfb7f7c2bcdc473300f65abb49f88c218efc50
5540,4U,Aero Chord,,2020-11-20,/Users/alex/Music/Musica/Music/Aero Chord/Unknown Album/4U.mp3,60,183,unknown,0,6614c8561ac06836ce79fa199f9ec0dd7209c3d715c88bbde59b5e5f619af388
9536,Dream On,Aerosmith,Aerosmith,2023-03-13,/Users/alex/Music/Musica/Music/Aerosmith/Aerosmith/Dream On.mp3,6,268,unknown,0,e529d5864d56b4afc51507333a3c53949ef89e7f66c6caaee406b2a38336ee90
8066,FIGHT!,Aests,,2021-04-19,/Users/alex/Music/Musica/Music/Aests/Unknown Album/FIGHT!.mp3,23,122,unknown,0,a8a301409b9343bd3e9c3a074ebb978887dc5e54cb8510d54968b546beb9a81b
5536,Legends Never Die,Against The Current,League of Legends,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/League of Legends/01 Legends Never Die.mp3,127,235,unknown,0,2a9c3cfa9593dd8c0e3b2ba665a5448abdaf91596ece59f3aa09e42d74706fcd
8868,悪魔の子,Ai Higuchi,Attack on Titan Soundtrack,2022-02-19,/Users/alex/Music/Musica/Music/Compilations/Attack on Titan Soundtrack/悪魔の子.mp3,21,228,unknown,0,82a54bb1de2d74bd7989d8e5cbb537536f2cad2a2b95641d423d844ef00baf49
8208,Fate Stay Night Unlimited Blade Works OP - Brave Shine,Aimer,Fate Stay Night Unlimited Blade Works Soundtrack,2021-07-14,/Users/alex/Music/Musica/Music/Aimer/Fate Stay Night Unlimited Blade Works Soundtrack/Fate Stay Night Unlimited Blade Works OP - Brave Shine.mp3,18,232,unknown,0,69e17fe9c0e56163de18dc08a1ee62fb62acd7ad1fa24725480957d59d2aa690
8840,残響散歌 (Zankyosanka),Aimer,Kimetsu no Yaiba Soundtrack,2022-02-19,/Users/alex/Music/Musica/Music/Aimer/Kimetsu no Yaiba Soundtrack/残響散歌 (Zankyosanka).mp3,18,181,unknown,0,c0e3db51dabc0143a23d7b3a907b9ef6e2594452434766091e553565887d5564
6516,Vinland Saga ED 1 - Torches,Aimer,Vinland Saga Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Vinland Saga Soundtrack/Vinland Saga ED 1 - Torches.mp3,97,294,unknown,0,e923f1309e6725478c0fc3361f646f557a2243170902c9dabeee73638b4caae9
6514,"Dare ka, umi wo",Aimer,Zankyou no Terror 残響のテロル Soundtrack,2020-11-20,"/Users/alex/Music/Musica/Music/Aimer/Zankyou no Terror 残響のテロル Soundtrack/Dare ka, umi wo.mp3",64,288,unknown,1,f9e7300d757c9c5c123c4de8f241da8d2289602a82b3899784efdf93a7a94559
7406,Himouto! Umaru-Chan OP 1 - Kakushinteki Metamorufo-se!,Aimi Tanaka,Himouto! Umaru-Chan Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Himouto! Umaru-Chan Soundtrack/Himouto! Umaru-Chan OP 1 - Kakushinteki Metamorufo-se!.mp3,58,90,unknown,0,bbf418cbaae531c233047d992a81fbe2ccb3bf5468bf8d758c2b8fd398c7e47a
5544,Burn The House Down,AJR,Burn The House Down,2020-11-20,/Users/alex/Music/Musica/Music/AJR/Burn The House Down/Burn The House Down.mp3,48,212,unknown,0,9c68d170788f06037ce571a976ad709c352e0b2f07b052d39155aa2b5bddc597
6246,Drama,AJR,The Click,2020-11-20,/Users/alex/Music/Musica/Music/AJR/The Click/Drama.mp3,82,204,unknown,1,a8a4195316b9ac05998e68f4ad3ec8e014480d74579f6d6d92a6046138d0c327
5254,Sober Up,AJR,The Click,2020-11-20,/Users/alex/Music/Musica/Music/AJR/The Click/Sober Up.mp3,61,219,unknown,1,a7ae806b48d720fe8b4ce078d61382a2d028acbfb4acba8158af59f6af640397
5106,Weak,AJR,The Click,2020-11-20,/Users/alex/Music/Musica/Music/AJR/The Click/Weak.mp3,90,188,unknown,1,720b847d20c5f3ad41cf8db1b8d3ed6e475ffef5e36dbbb9bc241a21abf8cdd4
7630,Break My Face,AJR,Neotheater,2020-11-20,/Users/alex/Music/Musica/Music/AJR/Neotheater/Break My Face.mp3,60,169,unknown,0,5902eb801d879c8961ebbdebf53ec21910d076d7d508abc5e4c6a06a1b31418c
8182,Way Less Sad,AJR,OK Orchestra,2021-07-14,/Users/alex/Music/Musica/Music/AJR/OK Orchestra/Way Less Sad.mp3,27,208,unknown,0,279cf01ca3ae7c7485a5de3c6b2c4fcd5a3aee1242573008096710d26af3a0fc
9244,World's Smallest Violin,AJR,OK Orchestra,2022-10-14,/Users/alex/Music/Musica/Music/AJR/OK Orchestra/World's Smallest Violin.mp3,24,182,unknown,0,e5103b3fec0701819cf76f0fb9bb91b9e5a3b66226c0efdf291d11261f25f260
8112,Naruto ED - Wind,Akeboshi,Naruto Soundtrack,2021-06-10,/Users/alex/Music/Musica/Music/Akeboshi/Naruto Soundtrack/Naruto ED - Wind.mp3,20,104,unknown,0,6d3ceb44ac8b7af9bb4828e639d02f18f63f3a6398e2082b621b30f38a572833
5750,Main Theme - The Fullmetal Alchemist,Akira Senjū,Fullmetal Alchemist Brotherhood Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Fullmetal Alchemist Brotherhood Soundtrack/01 Main Theme - The Fullmetal Alchemist.mp3,76,223,unknown,1,0c85be4ab23af28580e046ce31b55a5585878aa2c16f3964588b83b192ef138d
5754,Mortal Sin,Akira Senjū,Fullmetal Alchemist Brotherhood Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Fullmetal Alchemist Brotherhood Soundtrack/09 Mortal Sin.mp3,47,133,unknown,0,8981cb172579268dfbadd2dc47d1147b4ed588d0c0a62b6f1902cd7cd9ba41b6
5748,Lullaby of Resembool,Akira Senjū,Fullmetal Alchemist Brotherhood Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Fullmetal Alchemist Brotherhood Soundtrack/12 Lullaby of Resembool.mp3,58,134,unknown,1,9d054a814aaca3172dcd90cf6aef99b24cd9446a1b6622db53d8a2b816a902d0
5752,Trisha's Lullaby,Akira Senjū,Fullmetal Alchemist Brotherhood Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Fullmetal Alchemist Brotherhood Soundtrack/18 Trisha's Lullaby.mp3,49,211,unknown,0,6b4f8f6e74b6d81169fc59fce2fc0514b354ccc6f3de458eec5ebd5abdb1fda6
5758,Hum of the Streets,Akira Senjū,Fullmetal Alchemist Brotherhood Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Fullmetal Alchemist Brotherhood Soundtrack/20 Hum of the Streets.mp3,70,69,unknown,0,27e40c2dd33e657585bac007b5a54f7efc0398ca2abdba2d64badbe1c6d9f7b7
5756,Lapis Philosophorum,Akira Senjū,Fullmetal Alchemist Brotherhood Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Fullmetal Alchemist Brotherhood Soundtrack/24 Lapis Philosophorum.mp3,53,178,unknown,0,b3b32ec6e60d4fe613802eb9bd90bc684369849bc85e5a87087547e08f3059ff
5434,Lonely,Akon,Trouble,2020-11-20,/Users/alex/Music/Musica/Music/Akon/Trouble/Lonely.mp3,28,221,unknown,0,3eb2053a8b126d4d560f09387c14e227b2f79ffb8ebd7e84ec8dfd4a6256972a
10830,"Kingdom Dance - From ""Tangled""/Score",Alan Menken,Tangled,2024-09-13,/Users/alex/Music/Musica/Music/Alan Menken/Tangled/14 Kingdom Dance - From _Tangled__Score.mp3,15,140,unknown,0,74e002662b68578d9d88bf5bbc4c9ee617db4fddff5f96873db4479775bb0b80
7748,The Avengers - Main Theme (Piano Version),Alan Silvestri,The Avengers Soundtrack,2020-12-29,/Users/alex/Music/Musica/Music/Alan Silvestri/The Avengers Soundtrack/The Avengers - Main Theme (Piano Version).mp3,9,122,unknown,0,e46666ce1961740de95bda28c02c40eb03a2aaf5e6640eae55e0df3325d82d46
8378,Figli delle stelle,Alan Sorrenti,Figli delle stelle,2021-09-26,/Users/alex/Music/Musica/Music/Alan Sorrenti/Figli delle stelle/Figli delle stelle.mp3,5,273,unknown,0,2bb48f87dd677c7cd7baa2e4232f4f0e72d1faffd918498ec076a4003938296f
10754,Night Springs,Alan Wake,Alan Wake II – Chapter Songs,2024-06-28,/Users/alex/Music/Musica/Music/Alan Wake/Alan Wake II – Chapter Songs/07 Night Springs.mp3,10,131,unknown,1,bc8a876362ac605c9cd946beefc781406eb69f2a734179a0256ee81a286f5bfe
4770,Alone,Alan Walker,Alan Walker Hits - EP,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/Alan Walker Hits - EP/Alone.mp3,89,162,unknown,1,fc4ad6d8d795cf17244851d58fa8476159d80af334632ad5026878d0de334b45
5040,The Spectre,Alan Walker,Alan Walker Hits - EP,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/Alan Walker Hits - EP/The Spectre.mp3,116,187,unknown,0,caf0d5d073221a70429cae4a5b80a4195003046089c47fdbdd06ea603136f9c8
6714,All Falls Down,Alan Walker,All Falls Down,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/All Falls Down/All Falls Down.mp3,54,174,unknown,0,4a01d5e177a8d0264c6e746641c3a8f9813355c06fbf04ecc3a66c9983fa5ea5
5534,Darkside,Alan Walker,Different World,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/Different World/Darkside.mp3,105,240,unknown,0,e0855ef0fda1d28e835231956dab0741738480e9674b8ef5f3d89fdfed24825a
4414,Faded,Alan Walker,Different World,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/Different World/Faded.mp3,117,213,unknown,0,e21a99f9fdae70a2d4fb1caddc19df8ab6db42d3e8cd1252927be4c5d0de65f5
6778,Lily,Alan Walker,Different World,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/Different World/Lily.mp3,40,196,unknown,0,b1f5a93fa62180de9509dc5623a1dec687a2daadf805912fc032fa99cf50d7f4
4928,Sing Me to Sleep,Alan Walker,Different World,2020-11-20,/Users/alex/Music/Musica/Music/Alan Walker/Different World/Sing Me to Sleep.mp3,124,192,unknown,1,266cb6559cec79b914f0ad5d25a96289dc32fa367d84de147564625db741c56f
8500,Unity,Alan Walker,Unity,2021-11-10,/Users/alex/Music/Musica/Music/Alan Walker/Unity/Unity.mp3,34,229,unknown,0,e9a65daa617a9e7c6bc4adcc9f9400840939f8452667b8df3b276c30ae2df2ad
7336,Six Feet Apart,Alec Benjamin,Six Feet Apart,2020-11-20,/Users/alex/Music/Musica/Music/Alec Benjamin/Six Feet Apart/Six Feet Apart.mp3,9,174,unknown,0,f1db3230d7cf9acf29b5658c4b6366568491ea51a89aa8ffb35d5a11ae881235
7226,Walking in the Air,Aled Jones,The Snowman Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Aled Jones/The Snowman Soundtrack/Walking in the Air.mp3,38,206,unknown,1,f6300472224b35d768e44b76274b6883c130553931a52185af866da5cdd517e1
10164,Medieval Fantasy,Aleksey Chistilin,Medieval Fantasy,2024-01-06,/Users/alex/Music/Musica/Music/Aleksey Chistilin/Medieval Fantasy/01 Medieval Fantasy.mp3,3,332,unknown,0,03447482cef77c0017f938d74e98d82737100b1afeb1a331bb434d09519f2ab6
5030,Scars to Your Beautiful,Alessia Cara,Know-It-All,2020-11-20,/Users/alex/Music/Musica/Music/Alessia Cara/Know-It-All/Scars to Your Beautiful.mp3,48,231,unknown,0,7c3e1c38b913f981e10abfc4770deba88bb9e2251d46c80526869ba790e8ea8c
4374,Cool,Alesso,Forever,2020-11-20,/Users/alex/Music/Musica/Music/Alesso/Forever/Cool.mp3,75,231,unknown,1,fc95a65245650a68b4216aa4fdb48c65e039983002cad7620cb4300f3142f805
5202,Is That for Me (feat. Anitta),Alesso,,2020-11-20,/Users/alex/Music/Musica/Music/Alesso/Unknown Album/Is That for Me (feat. Anitta).mp3,52,173,unknown,0,a5c4f35366484ca2f5b27cb8d6bea5c74d8a0c21f55dee405c1082e5d7dfd382
5846,Remedy,Alesso,,2020-11-20,/Users/alex/Music/Musica/Music/Alesso/Unknown Album/Remedy.mp3,60,198,unknown,0,2f3c681124555cdd958f259072845dbbb95a5e52d2a956528d75f39551b59aad
10856,Glazunov: Raymonda Op.57 Act.1 - A Few Girls Leave Their Fancywork And Go Dancing With The Pages,Alexander Glazunov,Today Is The Day When Classics Are Attracted (Meditation Classics),2024-10-14,/Users/alex/Music/Musica/Music/Alexander Glazunov/Today Is The Day When Classics Are Attracted (Meditation Classics)/03 Glazunov_ Raymonda Op.57 Act.1 - A Few Girls Leave Their Fancywork And Go Dancing With The Pages.mp3,16,148,unknown,1,b68a2d0bec8a466bd0cdcd468d69973061493cdc501f5c47b4f25710bfb3a51a
8392,Fairytale,Alexander Rybak,Fairytales,2021-09-26,/Users/alex/Music/Musica/Music/Alexander Rybak/Fairytales/Fairytale.mp3,29,227,unknown,1,768e20eed56abaa75dd2de9326319930f479663a0e2f9dba47283b5f117c6c72
4574,Sippin' on Rum (feat. Toi),Alexander Star,Badd Habitz EP,2020-11-20,/Users/alex/Music/Musica/Music/Alexander Star/Badd Habitz EP/Sippin' on Rum (feat. Toi).mp3,48,199,unknown,0,ca46cb847fb841438956a6a7ec6dcc92eec9f9661d8859b79024f0deb2b6d4ab
4520,Mr. Saxobeat,Alexandra Stan,Saxobeats ,2020-11-20,/Users/alex/Music/Musica/Music/Alexandra Stan/Saxobeats/Mr. Saxobeat.mp3,34,193,unknown,0,04abc12e628288aaffaf8cbfd1542ef70bab4a766399dd706868ecd875b3c039
7306,River,Alexandre Desplat,The Tree Of Life Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Alexandre Desplat/The Tree Of Life Soundtrack/River.mp3,56,215,unknown,1,c762c5d34d5785c77de1d425b106de0da124af9512ac33ca423eed236e092a53
7864,Beastars OP - Wild Side,ALI,Beastars Soundtrack,2021-03-08,/Users/alex/Music/Musica/Music/Compilations/Beastars Soundtrack/Beastars OP - Wild Side.mp3,39,90,unknown,0,4757a54522b932e39a0943023df681b1057f3fd659312f39554550ee6d89ea4d
7856,Jujutsu Kaisen ED 1 - Lost in Paradise,ALI,Jujutsu Kaisen Soundtrack,2021-03-07,/Users/alex/Music/Musica/Music/Compilations/Jujutsu Kaisen Soundtrack/Jujutsu Kaisen ED 1 - Lost in Paradise.mp3,83,328,unknown,1,94b88de506d445a3366decde9e91397aec839e89805be0de38e93e9bc580a84f
5934,Per Elisa,Alice,Capo Nord,2020-11-20,/Users/alex/Music/Musica/Music/Alice/Capo Nord/Per Elisa.mp3,46,215,unknown,1,dc6897a202d6c6bf94ff13e56d691c78bd3ddad96fed36b8384c40c7c468e419
6066,For The Glory,All Good Things,,2020-11-20,/Users/alex/Music/Musica/Music/All Good Things/Unknown Album/For The Glory.mp3,96,241,unknown,1,59ffb6df3033599d306e07e88db744786915ac712c315394ded82261d20cc4f9
9164,Frei,Alli Neumann,Madonna Whore Komplex,2022-09-15,/Users/alex/Music/Musica/Music/Alli Neumann/Madonna Whore Komplex/Frei.mp3,16,157,unknown,0,7d571868300400dc4f96ad476224da0a10e5d2b51a062f2a9e5de5b62b0b1b9e
5554,Lifted,Allie X,CollXtion II,2020-11-20,/Users/alex/Music/Musica/Music/Allie X/CollXtion II/Lifted.mp3,116,194,unknown,0,88b757b2de654ba2d607de513d7df3f9eef4e5fccc477c89dacd8f7e72e8b7b8
9594,Savages,AllttA,Savages,2023-04-11,/Users/alex/Music/Musica/Music/AllttA/Savages/Savages.mp3,23,175,unknown,1,a632960629d718929564d92f05b1a3559b8b38e6c4bb9d0f013ebf7d1a9b0395
10074,Somebody Feel,Aloboi,A Trip Through Twilight,2023-12-05,/Users/alex/Music/Musica/Music/Aloboi/A Trip Through Twilight/Somebody Feel.mp3,25,398,unknown,0,a02416bd2de6bc00fa4e46380936bef9e305ce667dd2fc4c3e55f668be219189
4824,"Hear Me Now (feat. Bruno Martini, Zeeba)",Alok,,2020-11-20,"/Users/alex/Music/Musica/Music/Alok/Unknown Album/Hear Me Now (feat. Bruno Martini, Zeeba).mp3",35,264,unknown,0,e5b6cebb77b3155f37a7316781806a292d8075f613ab553bc940c590af949092
8002,Light,alterego Artlist,,2021-03-18,/Users/alex/Music/Musica/Music/alterego Artlist/Unknown Album/Light.mp3,39,202,unknown,1,a0c7ecafdf2cabc7c7a13c13a4bc74cd6c75fe394873cf824896ee8a990cd9d9
5494,El mismo sol,Alvaro Soler,Eterno agosto,2020-11-20,/Users/alex/Music/Musica/Music/Alvaro Soler/Eterno agosto/El mismo sol.mp3,34,182,unknown,0,f7d47b3b152a0aa5e84f298f42b82aeaaa72e0c08ad1e59843dccdc92735328e
8936,A Contracorriente (feat. David Bisbal),Alvaro Soler,Homeoffice 2022,2022-04-04,/Users/alex/Music/Musica/Music/Alvaro Soler/Homeoffice 2022/A Contracorriente (feat. David Bisbal).mp3,28,198,unknown,0,57e323da909bed1044ebaef4c69a785c29ce1c00cea5b154f469371207cdeb94
5624,La Cintura,Alvaro Soler,Mar de colores,2020-11-20,/Users/alex/Music/Musica/Music/Alvaro Soler/Mar de colores/La Cintura.mp3,52,204,unknown,0,ecdc106ef75fe751f68b6693e42a70b436e281e934bc0b56ac65673ccb03c1b3
4302,Sofia,Álvaro Soler,Sofia,2020-11-20,/Users/alex/Music/Musica/Music/Álvaro Soler/Sofia/Sofia.mp3,84,214,unknown,0,0e24c97ee715595e27fc667ccd812a9f78895c0874173e8c39ae82aee27ecb8e
7030,"Love The Way You Lie, Pt. 2 (Rihanna Cover)",I Am King,"Love The Way You Lie, Pt. 2",2020-11-20,"/Users/alex/Music/Musica/Music/I Am King/Love The Way You Lie, Pt. 2/Love The Way You Lie, Pt. 2 (Rihanna Cover).mp3",10,261,unknown,0,0a07b38a5e94385f1ba745614b5b30a3b3e9e957cad833b512a2c4b8d3ab4d01
5410,Cruel Angel's Thesis,AmaLee,Evangelion Soundtrack,2020-11-20,/Users/alex/Music/Musica/Music/Compilations/Evangelion Soundtrack/Cruel Angel's Thesis.mp3,49,257,unknown,0,dc1eef286e19428bffc48ffa225a92f63c78fa7c5bf821ca92d19a6aa2ef44ab
7844,One Piece OP 20 - Hope,AmaLee,One Piece Soundtrack,2021-03-07,/Users/alex/Music/Musica/Music/Compilations/One Piece Soundtrack/One Piece OP 20 - Hope.mp3,29,241,unknown,0,4f05ebe1ebce30965e626dfd9fc260121ff25ffb6ee9d8d35cfc77a1b4ef226b
9880,"MUKANJYO (from ""Vinland Saga"")",AmaLee,Vinland Saga Soundtrack,2023-09-18,/Users/alex/Music/Musica/Music/Compilations/Vinland Saga Soundtrack/01 MUKANJYO (from _Vinland Saga_).mp3,22,510,unknown,1,e176b2b67ff89ce5145a7763251809cf7e48df66193eb93eb57bd3ff9c271f5a
7036,Range Rover,Amedeo Preziosi,Range Rover,2020-11-20,/Users/alex/Music/Musica/Music/Amedeo Preziosi/Range Rover/Range Rover.mp3,68,194,unknown,0,9169b07227fd4621674545909430810a96833344aaf84b018ad441d22d816ede
